,index,Código entidad,Entidad,Indicador,Valor,Año
702,702,5042,Santa Fé de Antioquia,Incidencia de desnutrición aguda en población menor de 5 años,320.0,2022
703,703,5642,Salgar,Incidencia de desnutrición aguda en población menor de 5 años,73.90983001,2022
704,704,5086,Belmira,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
705,705,5467,Montebello,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
706,706,5607,El Retiro,Incidencia de desnutrición aguda en población menor de 5 años,274.5367193,2017
707,707,5321,Guatapé,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
708,708,5145,Caramanta,Incidencia de desnutrición aguda en población menor de 5 años,333.3333333,2017
709,709,5250,El Bagre,Incidencia de desnutrición aguda en población menor de 5 años,67.28343146,2017
710,710,5667,San Rafael,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
711,711,5576,Pueblorrico,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
712,712,5670,San Roque,Incidencia de desnutrición aguda en población menor de 5 años,115.0747986,2017
713,713,5854,Valdivia,Incidencia de desnutrición aguda en población menor de 5 años,70.12622721,2017
714,714,5819,Toledo,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
715,715,5353,Hispania,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
716,716,5376,La Ceja del Tambo,Incidencia de desnutrición aguda en población menor de 5 años,538.4615385,2017
717,717,5237,Donmatías,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
718,718,5021,Alejandría,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
719,719,5088,Bello,Incidencia de desnutrición aguda en población menor de 5 años,157.7803578,2017
720,720,5679,Santa Bárbara,Incidencia de desnutrición aguda en población menor de 5 años,65.27415144,2017
721,721,5145,Caramanta,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2020
722,722,5858,Vegachí,Incidencia de desnutrición aguda en población menor de 5 años,440.0440044,2021
723,723,5631,Sabaneta,Incidencia de desnutrición aguda en población menor de 5 años,250.9410289,2021
724,724,5055,Argelia,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
725,725,5615,Rionegro,Incidencia de desnutrición aguda en población menor de 5 años,389.8160555,2020
726,726,5347,Heliconia,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2020
727,727,5667,San Rafael,Incidencia de desnutrición aguda en población menor de 5 años,163.8001638,2020
728,728,5809,Titiribí,Incidencia de desnutrición aguda en población menor de 5 años,173.6111111,2020
729,729,5308,Girardota,Incidencia de desnutrición aguda en población menor de 5 años,217.0542636,2020
730,730,5543,Peque,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
731,731,5890,Yolombó,Incidencia de desnutrición aguda en población menor de 5 años,576.3688761,2019
732,732,5197,Cocorná,Incidencia de desnutrición aguda en población menor de 5 años,1094.091904,2019
733,733,5656,San Jerónimo,Incidencia de desnutrición aguda en población menor de 5 años,443.6557232,2019
734,734,5576,Pueblorrico,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2019
735,735,5490,Necoclí,Incidencia de desnutrición aguda en población menor de 5 años,302.7856278,2022
736,736,5792,Tarso,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2022
737,737,5667,San Rafael,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2022
738,738,5086,Belmira,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2022
739,739,5425,Maceo,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2022
740,740,5656,San Jerónimo,Incidencia de desnutrición aguda en población menor de 5 años,738.6888273,2022
741,741,5440,Marinilla,Incidencia de desnutrición aguda en población menor de 5 años,546.0060667,2022
742,742,5091,Betania,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2022
743,743,5390,La Pintada,Incidencia de desnutrición aguda en población menor de 5 años,379.5066414,2022
744,744,5847,Urrao,Incidencia de desnutrición aguda en población menor de 5 años,377.8770182,2022
745,745,5212,Copacabana,Incidencia de desnutrición aguda en población menor de 5 años,144.5783133,2022
746,746,5789,Támesis,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
747,747,5400,La Unión,Incidencia de desnutrición aguda en población menor de 5 años,128.2873637,2017
748,748,5212,Copacabana,Incidencia de desnutrición aguda en población menor de 5 años,119.474313,2017
749,749,5895,Zaragoza,Incidencia de desnutrición aguda en población menor de 5 años,324.6753247,2017
750,750,5858,Vegachí,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
751,751,5364,Jardín,Incidencia de desnutrición aguda en población menor de 5 años,102.7749229,2017
752,752,5495,Nechí,Incidencia de desnutrición aguda en población menor de 5 años,868.4464458,2017
753,753,5101,Ciudad Bolívar,Incidencia de desnutrición aguda en población menor de 5 años,53.56186395,2017
754,754,5093,Betulia,Incidencia de desnutrición aguda en población menor de 5 años,72.78020378,2017
755,755,5266,Envigado,Incidencia de desnutrición aguda en población menor de 5 años,146.6132343,2017
756,756,5483,Nariño,Incidencia de desnutrición aguda en población menor de 5 años,119.6172249,2017
757,757,5425,Maceo,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
758,758,5264,Entrerríos,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
759,759,5790,Tarazá,Incidencia de desnutrición aguda en población menor de 5 años,822.4811515,2017
760,760,5148,El Carmen de Viboral,Incidencia de desnutrición aguda en población menor de 5 años,187.8130217,2017
761,761,5490,Necoclí,Incidencia de desnutrición aguda en población menor de 5 años,277.7226741,2021
762,762,5670,San Roque,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
763,763,5390,La Pintada,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
764,764,5792,Tarso,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
765,765,5607,El Retiro,Incidencia de desnutrición aguda en población menor de 5 años,274.1603838,2021
766,766,5665,San Pedro de Urabá,Incidencia de desnutrición aguda en población menor de 5 años,478.6215699,2021
767,767,5250,El Bagre,Incidencia de desnutrición aguda en población menor de 5 años,48.30140074,2019
768,768,5660,San Luis,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
769,769,5873,Vigía del Fuerte,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
770,770,5541,Peñol,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
771,771,5642,Salgar,Incidencia de desnutrición aguda en población menor de 5 años,69.88120196,2017
772,772,5368,Jericó,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
773,773,5628,Sabanalarga,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
774,774,5585,Puerto Nare,Incidencia de desnutrición aguda en población menor de 5 años,84.9617672,2017
775,775,5002,Abejorral,Incidencia de desnutrición aguda en población menor de 5 años,74.73841555,2017
776,776,5036,Angelópolis,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
777,777,5490,Necoclí,Incidencia de desnutrición aguda en población menor de 5 años,324.4777936,2017
778,778,5042,Santa Fé de Antioquia,Incidencia de desnutrición aguda en población menor de 5 años,524.1090147,2017
779,779,5890,Yolombó,Incidencia de desnutrición aguda en población menor de 5 años,59.03187721,2017
780,780,5842,Uramita,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
781,781,5792,Tarso,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
782,782,5847,Urrao,Incidencia de desnutrición aguda en población menor de 5 años,931.7803661,2017
783,783,5051,Arboletes,Incidencia de desnutrición aguda en población menor de 5 años,31.61555485,2017
784,784,5647,San Andrés de Cuerquía,Incidencia de desnutrición aguda en población menor de 5 años,402.1447721,2017
785,785,5040,Anorí,Incidencia de desnutrición aguda en población menor de 5 años,214.0181915,2017
786,786,5206,Concepción,Incidencia de desnutrición aguda en población menor de 5 años,279.3296089,2017
787,787,5501,Olaya,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
788,788,5380,La Estrella,Incidencia de desnutrición aguda en población menor de 5 años,99.20634921,2017
789,789,5044,Anzá,Incidencia de desnutrición aguda en población menor de 5 años,481.540931,2017
790,790,5138,Cañasgordas,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
791,791,5134,Campamento,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
792,792,5360,Itagüí,Incidencia de desnutrición aguda en población menor de 5 años,153.521397,2017
793,793,5659,San Juan de Urabá,Incidencia de desnutrición aguda en población menor de 5 años,124.7401247,2017
794,794,5885,Yalí,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
795,795,5129,Caldas,Incidencia de desnutrición aguda en población menor de 5 años,93.50163628,2017
796,796,5031,Amalfi,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
797,797,5665,San Pedro de Urabá,Incidencia de desnutrición aguda en población menor de 5 años,290.7915994,2017
798,798,5209,Concordia,Incidencia de desnutrición aguda en población menor de 5 años,606.4690027,2017
799,799,5240,Ebéjico,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
800,800,5686,Santa Rosa de Osos,Incidencia de desnutrición aguda en población menor de 5 años,33.51206434,2017
801,801,5125,Caicedo,Incidencia de desnutrición aguda en población menor de 5 años,754.7169811,2017
802,802,5034,Andes,Incidencia de desnutrición aguda en población menor de 5 años,127.064803,2017
803,803,5147,Carepa,Incidencia de desnutrición aguda en población menor de 5 años,87.29812309,2017
804,804,5308,Girardota,Incidencia de desnutrición aguda en población menor de 5 años,159.642401,2017
805,805,5030,Amagá,Incidencia de desnutrición aguda en población menor de 5 años,204.813108,2017
806,806,5315,Guadalupe,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
807,807,5656,San Jerónimo,Incidencia de desnutrición aguda en población menor de 5 años,91.15770283,2017
808,808,5055,Argelia,Incidencia de desnutrición aguda en población menor de 5 años,141.6430595,2017
809,809,5004,Abriaquí,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
810,810,5440,Marinilla,Incidencia de desnutrición aguda en población menor de 5 años,282.9426031,2017
811,811,5284,Frontino,Incidencia de desnutrición aguda en población menor de 5 años,723.1820008,2017
812,812,5480,Mutatá,Incidencia de desnutrición aguda en población menor de 5 años,1047.409041,2017
813,813,5190,Cisneros,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
814,814,5001,Medellín,Incidencia de desnutrición aguda en población menor de 5 años,352.6427297,2021
815,815,5819,Toledo,Incidencia de desnutrición aguda en población menor de 5 años,2049.180328,2021
816,816,5034,Andes,Incidencia de desnutrición aguda en población menor de 5 años,194.2376174,2021
817,817,5656,San Jerónimo,Incidencia de desnutrición aguda en población menor de 5 años,1086.956522,2021
818,818,5040,Anorí,Incidencia de desnutrición aguda en población menor de 5 años,365.7262278,2021
819,819,5615,Rionegro,Incidencia de desnutrición aguda en población menor de 5 años,295.4209749,2021
820,820,5842,Uramita,Incidencia de desnutrición aguda en población menor de 5 años,436.6812227,2021
821,821,5652,San Francisco,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
822,822,5212,Copacabana,Incidencia de desnutrición aguda en población menor de 5 años,118.119537,2021
823,823,5353,Hispania,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
824,824,5585,Puerto Nare,Incidencia de desnutrición aguda en población menor de 5 años,175.1313485,2021
825,825,5861,Venecia,Incidencia de desnutrición aguda en población menor de 5 años,560.7476636,2021
826,826,5649,San Carlos,Incidencia de desnutrición aguda en población menor de 5 años,153.9645881,2021
827,827,5107,Briceño,Incidencia de desnutrición aguda en población menor de 5 años,119.760479,2021
828,828,5113,Buriticá,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
829,829,5318,Guarne,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
830,830,5856,Valparaíso,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
831,831,5234,Dabeiba,Incidencia de desnutrición aguda en población menor de 5 años,223.1431304,2020
832,832,5055,Argelia,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2020
833,833,5656,San Jerónimo,Incidencia de desnutrición aguda en población menor de 5 años,89.60573477,2020
834,834,5579,Puerto Berrío,Incidencia de desnutrición aguda en población menor de 5 años,67.02412869,2017
835,835,5197,Cocorná,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
836,836,5347,Heliconia,Incidencia de desnutrición aguda en población menor de 5 años,321.5434084,2017
837,837,5543,Peque,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
838,838,5001,Medellín,Incidencia de desnutrición aguda en población menor de 5 años,406.7419057,2017
839,839,5038,Angostura,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
840,840,5649,San Carlos,Incidencia de desnutrición aguda en población menor de 5 años,73.04601899,2017
841,841,5051,Arboletes,Incidencia de desnutrición aguda en población menor de 5 años,430.504305,2020
842,842,5002,Abejorral,Incidencia de desnutrición aguda en población menor de 5 años,152.4390244,2020
843,843,5190,Cisneros,Incidencia de desnutrición aguda en población menor de 5 años,156.9858713,2020
844,844,5318,Guarne,Incidencia de desnutrición aguda en población menor de 5 años,105.9322034,2020
845,845,5679,Santa Bárbara,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2020
846,846,5125,Caicedo,Incidencia de desnutrición aguda en población menor de 5 años,371.2871287,2020
847,847,5120,Cáceres,Incidencia de desnutrición aguda en población menor de 5 años,161.5074024,2020
848,848,5237,Donmatías,Incidencia de desnutrición aguda en población menor de 5 años,206.3273728,2020
849,849,5690,Santo Domingo,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2020
850,850,5659,San Juan de Urabá,Incidencia de desnutrición aguda en población menor de 5 años,119.379228,2020
851,851,5001,Medellín,Incidencia de desnutrición aguda en población menor de 5 años,246.3445097,2020
852,852,5390,La Pintada,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2020
853,853,5148,El Carmen de Viboral,Incidencia de desnutrición aguda en población menor de 5 años,101.6880212,2020
854,854,5440,Marinilla,Incidencia de desnutrición aguda en población menor de 5 años,157.6044129,2020
855,855,5576,Pueblorrico,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2020
856,856,5021,Alejandría,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2020
857,857,5093,Betulia,Incidencia de desnutrición aguda en población menor de 5 años,144.8225923,2020
858,858,5480,Mutatá,Incidencia de desnutrición aguda en población menor de 5 años,482.3151125,2020
859,859,5134,Campamento,Incidencia de desnutrición aguda en población menor de 5 años,120.9189843,2020
860,860,5854,Valdivia,Incidencia de desnutrición aguda en población menor de 5 años,206.8965517,2020
861,861,5306,Giraldo,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2020
862,862,5113,Buriticá,Incidencia de desnutrición aguda en población menor de 5 años,107.9913607,2020
863,863,5585,Puerto Nare,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2020
864,864,5792,Tarso,Incidencia de desnutrición aguda en población menor de 5 años,729.9270073,2020
865,865,5361,Ituango,Incidencia de desnutrición aguda en población menor de 5 años,392.7344134,2020
866,866,5856,Valparaíso,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2020
867,867,5045,Apartadó,Incidencia de desnutrición aguda en población menor de 5 años,311.2217677,2020
868,868,5364,Jardín,Incidencia de desnutrición aguda en población menor de 5 años,308.3247688,2020
869,869,5425,Maceo,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2020
870,870,5310,Gómez Plata,Incidencia de desnutrición aguda en población menor de 5 años,809.0614887,2020
871,871,5789,Támesis,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2018
872,872,5690,Santo Domingo,Incidencia de desnutrición aguda en población menor de 5 años,119.474313,2018
873,873,5664,San Pedro de los Milagros,Incidencia de desnutrición aguda en población menor de 5 años,178.6777844,2018
874,874,5040,Anorí,Incidencia de desnutrición aguda en población menor de 5 años,52.49343832,2018
875,875,5051,Arboletes,Incidencia de desnutrición aguda en población menor de 5 años,471.2535344,2018
876,876,5697,El Santuario,Incidencia de desnutrición aguda en población menor de 5 años,87.13331397,2018
877,877,5148,El Carmen de Viboral,Incidencia de desnutrición aguda en población menor de 5 años,204.87605,2018
878,878,5313,Granada,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2018
879,879,5142,Caracolí,Incidencia de desnutrición aguda en población menor de 5 años,558.6592179,2018
880,880,5002,Abejorral,Incidencia de desnutrición aguda en población menor de 5 años,150.6024096,2018
881,881,5380,La Estrella,Incidencia de desnutrición aguda en población menor de 5 años,48.61448712,2018
882,882,5150,Carolina del Príncipe,Incidencia de desnutrición aguda en población menor de 5 años,552.4861878,2018
883,883,5761,Sopetrán,Incidencia de desnutrición aguda en población menor de 5 años,459.9816007,2018
884,884,5088,Bello,Incidencia de desnutrición aguda en población menor de 5 años,250.6777043,2018
885,885,5837,Turbo,Incidencia de desnutrición aguda en población menor de 5 años,164.00164,2018
886,886,5045,Apartadó,Incidencia de desnutrición aguda en población menor de 5 años,388.261851,2018
887,887,5129,Caldas,Incidencia de desnutrición aguda en población menor de 5 años,114.7578609,2018
888,888,5858,Vegachí,Incidencia de desnutrición aguda en población menor de 5 años,755.9395248,2018
889,889,5895,Zaragoza,Incidencia de desnutrición aguda en población menor de 5 años,192.3076923,2018
890,890,5659,San Juan de Urabá,Incidencia de desnutrición aguda en población menor de 5 años,446.7912266,2018
891,891,5854,Valdivia,Incidencia de desnutrición aguda en población menor de 5 años,69.3962526,2018
892,892,5209,Concordia,Incidencia de desnutrición aguda en población menor de 5 años,334.4481605,2018
893,893,5400,La Unión,Incidencia de desnutrición aguda en población menor de 5 años,254.2911634,2018
894,894,5501,Olaya,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2018
895,895,5091,Betania,Incidencia de desnutrición aguda en población menor de 5 años,124.2236025,2018
896,896,5036,Angelópolis,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2018
897,897,5240,Ebéjico,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2018
898,898,5138,Cañasgordas,Incidencia de desnutrición aguda en población menor de 5 años,237.7179081,2018
899,899,5541,Peñol,Incidencia de desnutrición aguda en población menor de 5 años,123.5330451,2018
900,900,5021,Alejandría,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2018
901,901,5030,Amagá,Incidencia de desnutrición aguda en población menor de 5 años,100.6036217,2018
902,902,5736,Segovia,Incidencia de desnutrición aguda en población menor de 5 años,672.5854183,2018
903,903,5353,Hispania,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2018
904,904,5212,Copacabana,Incidencia de desnutrición aguda en población menor de 5 años,234.6316283,2018
905,905,5679,Santa Bárbara,Incidencia de desnutrición aguda en población menor de 5 años,131.2335958,2018
906,906,5873,Vigía del Fuerte,Incidencia de desnutrición aguda en población menor de 5 años,1653.4867,2018
907,907,5284,Frontino,Incidencia de desnutrición aguda en población menor de 5 años,363.9304488,2018
908,908,5819,Toledo,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2018
909,909,5842,Uramita,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2018
910,910,5893,Yondó,Incidencia de desnutrición aguda en población menor de 5 años,127.4968126,2018
911,911,5310,Gómez Plata,Incidencia de desnutrición aguda en población menor de 5 años,806.4516129,2018
912,912,5368,Jericó,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2018
913,913,5347,Heliconia,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2018
914,914,5665,San Pedro de Urabá,Incidencia de desnutrición aguda en población menor de 5 años,477.251034,2018
915,915,5282,Fredonia,Incidencia de desnutrición aguda en población menor de 5 años,71.99424046,2018
916,916,5647,San Andrés de Cuerquía,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2018
917,917,5604,Remedios,Incidencia de desnutrición aguda en población menor de 5 años,163.6661211,2018
918,918,5667,San Rafael,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2018
919,919,5887,Yarumal,Incidencia de desnutrición aguda en población menor de 5 años,154.9907006,2018
920,920,5079,Barbosa,Incidencia de desnutrición aguda en población menor de 5 años,30.98853424,2018
921,921,5145,Caramanta,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2018
922,922,5282,Fredonia,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
923,923,5364,Jardín,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
924,924,5790,Tarazá,Incidencia de desnutrición aguda en población menor de 5 años,199.4017946,2021
925,925,5308,Girardota,Incidencia de desnutrición aguda en población menor de 5 años,159.642401,2022
926,926,5652,San Francisco,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2022
927,927,5234,Dabeiba,Incidencia de desnutrición aguda en población menor de 5 años,397.0880212,2022
928,928,5150,Carolina del Príncipe,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2022
929,929,5368,Jericó,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2022
930,930,5036,Angelópolis,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2022
931,931,5819,Toledo,Incidencia de desnutrición aguda en población menor de 5 años,630.2521008,2022
932,932,5690,Santo Domingo,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2022
933,933,5376,La Ceja del Tambo,Incidencia de desnutrición aguda en población menor de 5 años,433.8948443,2022
934,934,5664,San Pedro de los Milagros,Incidencia de desnutrición aguda en población menor de 5 años,122.324159,2022
935,935,5736,Segovia,Incidencia de desnutrición aguda en población menor de 5 años,274.8763057,2022
936,936,5190,Cisneros,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2022
937,937,5306,Giraldo,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2022
938,938,5837,Turbo,Incidencia de desnutrición aguda en población menor de 5 años,322.3815076,2022
939,939,5483,Nariño,Incidencia de desnutrición aguda en población menor de 5 años,504.4136192,2022
940,940,5002,Abejorral,Incidencia de desnutrición aguda en población menor de 5 años,240.7704655,2022
941,941,5021,Alejandría,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2022
942,942,5679,Santa Bárbara,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
943,943,5125,Caicedo,Incidencia de desnutrición aguda en población menor de 5 años,251.2562814,2021
944,944,5044,Anzá,Incidencia de desnutrición aguda en población menor de 5 años,649.3506494,2021
945,945,5893,Yondó,Incidencia de desnutrición aguda en población menor de 5 años,43.64906155,2017
946,946,5652,San Francisco,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2017
947,947,5172,Chigorodó,Incidencia de desnutrición aguda en población menor de 5 años,654.1886244,2017
948,948,5861,Venecia,Incidencia de desnutrición aguda en población menor de 5 años,183.1501832,2020
949,949,5490,Necoclí,Incidencia de desnutrición aguda en población menor de 5 años,215.4750245,2020
950,950,5209,Concordia,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2020
951,951,5541,Peñol,Incidencia de desnutrición aguda en población menor de 5 años,245.5494168,2020
952,952,5002,Abejorral,Incidencia de desnutrición aguda en población menor de 5 años,234.9256069,2021
953,953,5145,Caramanta,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
954,954,5021,Alejandría,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
955,955,5206,Concepción,Incidencia de desnutrición aguda en población menor de 5 años,296.735905,2021
956,956,5854,Valdivia,Incidencia de desnutrición aguda en población menor de 5 años,140.1541696,2021
957,957,5264,Entrerríos,Incidencia de desnutrición aguda en población menor de 5 años,215.5172414,2021
958,958,5658,San José de la Montaña,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
959,959,5667,San Rafael,Incidencia de desnutrición aguda en población menor de 5 años,167.0843776,2021
960,960,5154,Caucasia,Incidencia de desnutrición aguda en población menor de 5 años,10.84245907,2021
961,961,5642,Salgar,Incidencia de desnutrición aguda en población menor de 5 años,144.3001443,2021
962,962,5315,Guadalupe,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
963,963,5306,Giraldo,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
964,964,5480,Mutatá,Incidencia de desnutrición aguda en población menor de 5 años,544.0696409,2021
965,965,5150,Carolina del Príncipe,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
966,966,5475,Murindó,Incidencia de desnutrición aguda en población menor de 5 años,647.9481641,2021
967,967,5138,Cañasgordas,Incidencia de desnutrición aguda en población menor de 5 años,405.1863857,2021
968,968,5347,Heliconia,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
969,969,5697,El Santuario,Incidencia de desnutrición aguda en población menor de 5 años,438.5964912,2021
970,970,5837,Turbo,Incidencia de desnutrición aguda en población menor de 5 años,101.3650493,2021
971,971,5756,Sonsón,Incidencia de desnutrición aguda en población menor de 5 años,486.1630516,2021
972,972,5647,San Andrés de Cuerquía,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
973,973,5501,Olaya,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
974,974,5086,Belmira,Incidencia de desnutrición aguda en población menor de 5 años,410.6776181,2021
975,975,5051,Arboletes,Incidencia de desnutrición aguda en población menor de 5 años,278.8968082,2021
976,976,5885,Yalí,Incidencia de desnutrición aguda en población menor de 5 años,474.6835443,2021
977,977,5887,Yarumal,Incidencia de desnutrición aguda en población menor de 5 años,503.4612964,2021
978,978,5360,Itagüí,Incidencia de desnutrición aguda en población menor de 5 años,159.9692859,2021
979,979,5664,San Pedro de los Milagros,Incidencia de desnutrición aguda en población menor de 5 años,60.09615385,2021
980,980,5240,Ebéjico,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
981,981,5045,Apartadó,Incidencia de desnutrición aguda en población menor de 5 años,392.9624006,2021
982,982,5266,Envigado,Incidencia de desnutrición aguda en población menor de 5 años,204.0816327,2021
983,983,5093,Betulia,Incidencia de desnutrición aguda en población menor de 5 años,295.202952,2021
984,984,5411,Liborina,Incidencia de desnutrición aguda en población menor de 5 años,136.239782,2021
985,985,5310,Gómez Plata,Incidencia de desnutrición aguda en población menor de 5 años,165.8374793,2021
986,986,5321,Guatapé,Incidencia de desnutrición aguda en población menor de 5 años,341.8803419,2021
987,987,5134,Campamento,Incidencia de desnutrición aguda en población menor de 5 años,123.3045623,2021
988,988,5036,Angelópolis,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
989,989,5088,Bello,Incidencia de desnutrición aguda en población menor de 5 años,208.6639629,2021
990,990,5483,Nariño,Incidencia de desnutrición aguda en población menor de 5 años,246.00246,2021
991,991,5576,Pueblorrico,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
992,992,5660,San Luis,Incidencia de desnutrición aguda en población menor de 5 años,301.4318011,2021
993,993,5873,Vigía del Fuerte,Incidencia de desnutrición aguda en población menor de 5 años,930.5654975,2021
994,994,5591,Puerto Triunfo,Incidencia de desnutrición aguda en población menor de 5 años,61.38735421,2021
995,995,5890,Yolombó,Incidencia de desnutrición aguda en población menor de 5 años,59.66587112,2021
996,996,5038,Angostura,Incidencia de desnutrición aguda en población menor de 5 años,312.5,2021
997,997,5541,Peñol,Incidencia de desnutrición aguda en población menor de 5 años,620.3473945,2021
998,998,5031,Amalfi,Incidencia de desnutrición aguda en población menor de 5 años,94.74182852,2021
999,999,5380,La Estrella,Incidencia de desnutrición aguda en población menor de 5 años,194.2218985,2021
1000,1000,5847,Urrao,Incidencia de desnutrición aguda en población menor de 5 años,336.7003367,2021
1001,1001,5147,Carepa,Incidencia de desnutrición aguda en población menor de 5 años,167.2240803,2021
1002,1002,5313,Granada,Incidencia de desnutrición aguda en población menor de 5 años,97.65625,2021
1003,1003,5101,Ciudad Bolívar,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
1004,1004,5368,Jericó,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
1005,1005,5148,El Carmen de Viboral,Incidencia de desnutrición aguda en población menor de 5 años,144.092219,2021
1006,1006,5467,Montebello,Incidencia de desnutrición aguda en población menor de 5 años,0.0,2021
1007,1007,5197,Cocorná,Incidencia de desnutrición aguda en población menor de 5 años,143.1639227,2021
